문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6039,L02,2,단면분석,학습,원기둥을 회전축에 수직인 평면으로 자를 때 나타나는 단면의 모양은?,원,회전체를 회전축에 수직인 평면으로 자르면 단면은 항상 원이다. 원기둥의 경우 밑면과 합동인 원이 나타난다.,직사각형,L02,직사각형은 원기둥을 회전축을 포함하는 평면으로 자를 때 나타나는 단면이다. 수직 단면과 혼동하지 않도록 한다.,타원,L02,타원은 원기둥을 비스듬하게 자를 때 나타난다. 회전축에 수직인 단면은 원이다.,반원,L02,반원은 구를 중심을 지나는 평면으로 자른 단면을 반으로 나눈 것이다. 원기둥의 수직 단면은 원이다.,정사각형,L02,정사각형은 밑면의 반지름과 높이가 같을 때 원기둥의 수직 단면이 아니라 축 포함 단면과 혼동한 경우이다.,
Q6040,L02,2,단면분석,학습,원뿔을 회전축을 포함하는 평면으로 자를 때 나타나는 단면의 모양은?,이등변삼각형,원뿔을 회전축을 포함하는 평면으로 자르면 두 모선과 지름이 이루는 이등변삼각형이 나타난다.,직각삼각형,L02,원뿔을 만들 때 사용한 원래 직각삼각형과 혼동하기 쉽지만 단면은 좌우 대칭인 이등변삼각형이다.,원,L02,원은 회전축에 수직인 평면으로 자를 때 나타나는 단면이다. 축을 포함하는 단면은 이등변삼각형이다.,직사각형,L02,직사각형은 원기둥을 회전축을 포함하는 평면으로 자를 때 나타나는 단면이다.,정삼각형,L02,원뿔의 축 포함 단면은 모선 2개와 지름으로 이루어지는데 일반적으로 정삼각형이 되지 않는다.,
Q6041,L02,2,성질파악,학습,구에 대한 설명으로 옳은 것은?,구를 어떤 평면으로 자르더라도 단면은 항상 원이다.,구는 모든 방향에서 회전 대칭이므로 어떤 평면으로 잘라도 단면은 반드시 원이 된다.,구를 어떤 평면으로 자르더라도 단면의 크기는 모두 같다.,L02,구의 중심을 지나는 단면이 가장 크고 중심에서 멀어질수록 단면의 원이 작아진다.,구의 중심을 지나는 단면의 넓이가 가장 작다.,L02,구의 중심을 지나는 단면이 반지름이 r인 원으로 가장 크다.,구는 회전체가 아니라 다면체이다.,L01,구는 곡면으로 이루어진 회전체이며 다면체가 아니다.,구를 평면으로 자른 단면은 타원이 될 수 있다.,L02,구의 단면은 항상 원이다. 타원이 되지 않는다.,
Q6042,L02,2,비교분석,학습,회전체와 다면체에 대한 설명으로 옳은 것은?,회전체를 회전축에 수직인 평면으로 자른 단면은 항상 원이다.,평면도형을 한 직선을 축으로 1회전시킨 입체인 회전체는 회전축에 수직인 평면으로 자르면 반드시 원이 나타난다.,원기둥은 다면체이다.,L01,원기둥은 곡면(옆면)을 포함하므로 다면체가 아니라 회전체이다.,회전체를 회전축을 포함하는 평면으로 자른 단면은 항상 원이다.,L02,"회전축을 포함하는 단면은 원뿔에서는 이등변삼각형, 원기둥에서는 직사각형이다. 항상 원이 되는 것은 아니다.",구는 회전축을 포함하는 평면으로 자른 단면이 타원이다.,L02,구의 모든 단면은 원이며 중심을 지나는 단면이 가장 큰 원(대원)이다.,각뿔은 회전체이다.,L01,각뿔은 다각형으로 이루어진 다면체이며 회전체가 아니다.,
Q6046,L02,2,개념종합,진단검토,다음 중 회전체에 대한 설명으로 옳지 않은 것은?,회전체는 다면체의 한 종류이다.,회전체는 곡면을 포함하므로 평면도형으로만 이루어진 다면체가 아니다. 원기둥·원뿔·구는 모두 다면체가 아닌 회전체이다.,원기둥은 직사각형을 한 변을 축으로 1회전한 도형이다.,L02,이 설명은 옳다. 직사각형의 한 변을 축으로 1회전하면 원기둥이 된다.,회전체를 회전축에 수직인 평면으로 자른 단면은 항상 원이다.,L02,이 설명은 옳다. 회전체의 수직 단면은 항상 원이다.,구를 어떤 평면으로 잘라도 단면은 원이다.,L02,이 설명은 옳다. 구의 단면은 항상 원이다.,원뿔을 회전축을 포함하는 평면으로 자른 단면은 이등변삼각형이다.,L02,이 설명은 옳다. 원뿔의 축 포함 단면은 이등변삼각형이다.,
Q6270,L02,2,선택형,학습,밑면의 반지름이 r이고 높이가 h인 원기둥을 회전축에 평행하고 회전축으로부터 r/2 거리인 평면으로 자를 때 단면의 모양은?,직사각형,"회전축에 평행한 평면으로 자른 원기둥의 단면은 직사각형이다. (폭은 2r이 아닌 회전축과의 거리에 따라 달라질 수 있으나, 직사각형 형태는 동일)",원,L02,회전축에 수직인 단면과 혼동,타원,L02,비스듬한 단면과 혼동,삼각형,L02,원뿔 단면과 혼동,반원,L02,구의 단면과 혼동,
Q6271,L02,2,선택형,학습,반지름이 R인 구를 중심에서 d (0 < d < R) 떨어진 평면으로 자를 때 단면의 반지름은?,√(R² − d²),피타고라스 정리: R² = d² + r². 단면 반지름 r = √(R² − d²),R − d,L02,직접 빼는 단순 오류,√(R² + d²),L02,제곱 관계에서 부호를 반대로 쓰는 오류,R,L02,d에 무관하게 항상 R이라 착각,d,L02,d가 단면 반지름이라 혼동,
Q6272,L02,2,선택형,학습,원기둥과 원기둥 안에 꼭 맞게 들어가는 원뿔의 부피 비는? (밑면의 반지름과 높이 동일),3 : 1,원기둥 부피: πr²h. 원뿔 부피: (1/3)πr²h. 비: πr²h : (1/3)πr²h = 3 : 1,1 : 3,L02,원뿔 : 원기둥 순서로 역전하여 읽는 오류,2 : 1,L02,원뿔 부피를 (1/2)πr²h로 잘못 기억,1 : 2,L02,역전 + 계수 오류,1 : 1,L02,원기둥과 원뿔 부피가 같다고 혼동,
Q6273,L02,2,선택형,학습,회전체 중 어느 방향으로 잘라도 단면이 항상 원인 것은?,구,구는 중심에서 같은 거리에 있는 모든 점의 집합이므로 어떤 방향으로 잘라도 단면이 원이다.,원기둥,L02,원기둥의 축에 평행한 단면은 직사각형,원뿔,L02,원뿔의 축 포함 단면은 삼각형,원뿔대,L02,원뿔대의 축 포함 단면은 사다리꼴,반구,L02,반구의 평평한 단면은 원이 아닌 반원 경계,
Q6274,L02,2,선택형,학습,직사각형의 한 변 AB를 회전축으로 1회전 시킬 때 생기는 입체도형의 이름과 꼭짓점의 수는?,"원기둥, 0개",직사각형의 한 변을 축으로 회전하면 원기둥이 생긴다. 원기둥은 꼭짓점이 없다.,"원기둥, 2개",L02,원기둥에 꼭짓점이 있다고 혼동,"원뿔, 1개",L02,직각삼각형과 직사각형 회전 결과 혼동,"원뿔대, 0개",L02,사다리꼴 회전과 혼동,"원기둥, 4개",L02,직사각형 꼭짓점 수를 그대로 적용,
Q6277,L02,2,선택형,진단검토,다음 회전체 중 모선이 있는 것과 없는 것으로 올바르게 구분한 것은?,"모선 있음: 원뿔·원기둥, 모선 없음: 구","모선은 회전체의 옆면을 만드는 직선이다. 원뿔과 원기둥에는 모선이 있고, 구는 곡면으로만 이루어져 모선이 없다.","모선 있음: 원뿔만, 모선 없음: 원기둥·구",L02,원기둥의 옆면 경계선을 모선으로 인식하지 못하는 오류,"모선 있음: 원뿔·원기둥·구, 모선 없음: 없음",L02,구에도 모선이 있다고 혼동,"모선 있음: 구만, 모선 없음: 원뿔·원기둥",L02,모선 개념 완전 혼동,"모선 있음: 원기둥만, 모선 없음: 원뿔·구",L02,원뿔의 모선을 인식하지 못하는 오류,
