문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6131,X03,3,방정식,학습,z + 2z̄ = 9 + 4i를 만족하는 복소수 z = a+bi의 a+b는?,-1,"z+2z̄=(a+bi)+2(a-bi)=3a-bi=9+4i. a=3, -b=4→b=-4. a+b=-1.",7,X03,b의 부호를 무시하고 b=4로 계산하여 3+4=7로 구한 오답.,3,X03,a=3만 답한 오답.,-4,X03,b=-4만 답한 오답.,5,X03,허수부 계수를 잘못 처리하여 a+b=5로 계산한 오답.,
Q6132,X03,3,계산,학습,복소수 z에 대해 z·z̄=25이고 z+z̄=6이면 z는?,3±4i,"z=a+bi로 놓으면 2a=6→a=3, a²+b²=9+b²=25→b=±4.",−3±4i,X03,a=-3으로 잘못 계산한 오답.,±5,X03,z·z̄=25에서 z=±5로 실수로만 생각한 오답.,3±5i,X03,b²=25로 잘못 계산한 오답.,6±4i,X03,a=6으로 잘못 계산한 오답.,
Q6133,X03,3,조건,학습,"z = a+bi (a,b 실수)에 대해 z + z̄ = 0이 되기 위한 조건은?",a=0,z+z̄=2a=0 → a=0 (즉 z가 순허수 또는 0).,b=0,X03,b=0은 z가 실수인 조건으로 z+z̄=0과 무관하다.,a=b,X03,a=b는 실수 a+bi에서 z+z̄=0 조건과 무관하다.,a=−b,X03,z+z̄=2a에서 a만의 조건으로 a=−b는 불필요한 조건이다.,z=0,X03,z=0은 a=0이고 b=0인 특수 경우로 충분조건이지만 필요충분조건이 아니다.,
Q6357,X03,3,켤레복소수,학습,z+z̄ = 8이고 z·z̄ = 20일 때 z는?,4±2i,z=a+bi이면 2a=8 → a=4; a²+b²=20 → b²=4 → b=±2; z=4±2i,4+4i,X03,b²=4에서 b=4로 잘못 계산,2±4i,X03,"a와 b를 혼동하여 a=2, b=4",4i,X03,z=z̄=4i로 오인,8±2i,X03,z+z̄=8을 z=8로 잘못 해석,
Q6358,X03,3,켤레복소수,학습,z = (2-3i)/(1+i)일 때 z+z̄의 값은?,-1,"(2-3i)(1-i)/((1+i)(1-i))=(2-2i-3i+3i²)/2=(2-5i-3)/2=(-1-5i)/2; z=(-1-5i)/2, z̄=(-1+5i)/2; z+z̄=-1",0,X03,z+z̄=2Re(z)=2×0=0으로 실수부를 0으로 오인,2,X03,분자 실수부 2를 z+z̄으로 사용,-5i,X03,z+z̄=2Im(z)i=-5i로 허수부를 잘못 사용,1,X03,z+z̄=2Re(z)=-1인데 부호 오류로 1,
Q6359,X03,3,켤레복소수,학습,복소수 z에 대해 iz̄ = 2-i일 때 z+z̄의 값은?,-2,z̄=(2-i)/i=(2-i)×(-i)/(i×(-i))=(-2i+i²)/1=-1-2i; z=-1+2i; z+z̄=-1+2i+(-1-2i)=-2,2,X03,부호 처리 오류로 z+z̄=2,0,X03,z+z̄=0으로 잘못 가정,-2i,X03,z+z̄을 실수가 아닌 -2i로 오인,4,X03,iz̄=2-i에서 z=4로 잘못 역산,
Q6593,X03,3,방정식,학습,iz+2z̄=5+i일 때 복소수 z=a+bi의 실수부는?,3,"iz=-b+ai, 2z̄=2a-2bi. 실수부: 2a-b=5, 허수부: a-2b=1. a=2b+1, 3b=3→b=1, a=3.",5,X03,실수부 방정식의 우변 5를 그대로 답한 오답.,-3,X03,a=-3으로 부호를 뒤집은 오답.,1,X03,b=1을 답한 오답.,2,X03,중간 계산에서 a=2로 잘못 구한 오답.,
Q6594,X03,3,방정식,학습,z+2z̄=6+8i이면 복소수 z는?,2-8i,z=a+bi. a+2a=3a=6→a=2. b-2b=-b=8→b=-8. z=2-8i.,2+8i,X03,b의 부호를 잘못 처리한 오답.,6+8i,X03,z+2z̄=6+8i를 z=6+8i로 답한 오답.,2+4i,X03,2z̄ 대신 z̄로 계산한 오답.,6-8i,X03,실수부와 허수부를 바꿔 계산한 오답.,
Q6595,X03,3,연립,학습,z·z̄=20이고 z+z̄=8이면 복소수 z는? (허수부>0),4+2i,"a²+b²=20, 2a=8→a=4, b²=4→b=2(양수). z=4+2i.",4-2i,X03,b=-2(음수)를 선택한 오답.,8+20i,X03,"z+z̄, z·z̄를 그대로 허수부에 대입한 오답.",2+4i,X03,a와 b를 바꿔 2+4i로 계산한 오답.,4+4i,X03,b²=4를 b=4로 잘못 구한 오답.,
Q6871,X03,3,방정식,학습,z+3z̄ = 8+2i를 만족하는 복소수 z = a+bi에 대해 a+b의 값은?,1,z+3z̄=(a+bi)+3(a-bi)=4a-2bi=8+2i이다. 4a=8→a=2. -2b=2→b=-1이다. a+b=1이다.,3,X03,a=2만 답하거나 계산 오류로 3을 답한 오답이다.,-1,X03,b=-1만 답한 오답이다. a+b=1이다.,2,X03,a=2만 답한 오답이다. b=-1을 더해야 한다.,4,X03,z+3z̄를 잘못 전개하여 a+b를 잘못 구한 오답이다.,
