문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6171,Y03,2,계산,학습,a:b = 5:3이고 a+b = 48일 때 a의 값은?,30,a = 48 × 5/(5+3) = 48 × 5/8 = 30,18,Y03,b의 값(48×3/8=18)을 답으로 선택한 오답이다.,24,Y03,48을 단순히 2등분한 오답이다.,15,Y03,비 5:3에서 5를 그대로 3배하여 15로 계산한 오답이다.,40,Y03,48과 비 5를 더하여 계산한 잘못된 오답이다.,
Q6172,Y03,2,계산,학습,비례식 (x+1):3 = 8:6에서 x의 값은?,3,(x+1)/3 = 8/6 = 4/3 → x+1 = 4 → x = 3,7,Y03,x+1 = 8로 오해하여 x = 7로 계산한 오답이다.,2,Y03,"(x+1)×6 = 3×8에서 6x+6=24, 6x=18로 x=2? No. 외항 내항 위치를 바꿔 (x+1)×6=3×8→6x+6=24→x=3 맞음. 오답 2는 x+1=3으로 놓아 x=2로 계산한 오답이다.",5,Y03,비례식 외항의 합과 내항의 합을 같다고 오해하여 계산한 오답이다.,1,Y03,8÷(x+1)=6÷3=2로 놓아 x+1=4에서 x를 1로 잘못 계산한 오답이다.,
Q6173,Y03,2,문장제,학습,전체 학생 56명을 남녀 비율 4:3으로 나누면 여학생은 몇 명인가?,24,여학생 = 56 × 3/(4+3) = 56 × 3/7 = 24,32,Y03,남학생 수(56×4/7=32)를 답으로 선택한 오답이다.,28,Y03,56÷2=28로 단순 이등분한 오답이다.,12,Y03,4-3=1을 분모로 써서 56×3/1=168에서 오류가 난 오답이다.,21,Y03,3×7=21처럼 잘못된 비를 적용한 오답이다.,
Q6174,Y03,2,계산,학습,비례식 x:4 = 15:12에서 x의 값은?,5,x×12 = 4×15 → 12x = 60 → x = 5,45,Y03,4×15÷... 오류. 15÷3=5가 맞지만 4×15=60을 12로 나누지 않고 60+4? 잘못된 방법으로 45를 구한 오답이다.,3,Y03,12÷4=3을 x로 잘못 계산한 오답이다.,12,Y03,오른쪽 내항 12를 x라고 혼동한 오답이다.,60,Y03,4×15=60을 나누지 않고 바로 답으로 쓴 오답이다.,
Q6178,Y03,2,계산,진단검토,비례식 3:4 = 9:x에서 x의 값은?,12,외항의 곱과 내항의 곱이 같으므로 3×x = 4×9 → 3x = 36 → x = 12,6,Y03,9-3=6으로 차를 이용해 4+2=6을 구한 오답. 비례식 성질을 차 관계로 오해함.,3,Y03,9÷3=3의 비율로 4에도 나누어 4÷3≈1이 아닌 4÷(4/3)=3으로 계산한 오답. 비의 배율을 나눗셈으로 혼동.,36,Y03,3×4×9에서 나누기 없이 3×12=36을 답으로 쓴 오답. 내항의 곱을 나누지 않은 오류.,16,Y03,x=4+9+3=16처럼 세 수를 더한 오답. 비례식 성질 전혀 미이해.,
Q6402,Y03,2,계산,학습,a:b=4:9이고 a+b=65일 때 a의 값은?,20,a=65×4/(4+9)=65×4/13=20.,45,Y03,b의 값 65×9/13=45를 답으로 선택한 오답.,13,Y03,4+9=13을 a로 혼동한 오답.,32.5,Y03,65를 단순히 2등분한 오답.,4,Y03,비의 앞항 4를 그대로 답한 오답.,
Q6403,Y03,2,계산,학습,비례식 5:x=15:6에서 x의 값은?,2,5×6=15×x → 30=15x → x=2.,18,Y03,내항의 곱 15×6=90을 외항의 한 수 5로 나눈 오답 (외항·내항 위치 혼동).,3,Y03,6÷2=3처럼 비의 배율을 잘못 적용한 오답.,30,Y03,5×6=30을 나누지 않고 바로 x=30으로 답한 오답.,6,Y03,오른쪽 내항 6을 그대로 x로 쓴 오답.,
Q6404,Y03,2,계산,학습,음료 180 mL를 콜라와 사이다의 비 5:4로 나눌 때 콜라의 양은?,100 mL,콜라=180×5/(5+4)=180×5/9=100 mL.,80 mL,Y03,사이다 양 180×4/9=80 mL를 답으로 선택한 오답.,90 mL,Y03,180÷2=90으로 이등분한 오답.,9 mL,Y03,5+4=9를 답으로 혼동한 오답.,45 mL,Y03,180÷4=45처럼 비의 뒷항으로만 나눈 오답.,
Q6405,Y03,2,계산,학습,a:b=3:8이고 b-a=15이면 a의 값은?,9,8k-3k=5k=15 → k=3. a=3k=9.,24,Y03,b의 값 8k=24를 답으로 선택한 오답.,15,Y03,차 15를 a로 혼동한 오답.,3,Y03,k=3을 a로 혼동한 오답.,5,Y03,5k=15에서 5를 답한 오답.,
Q6406,Y03,2,계산,진단검토,비례식 2:a=a:8에서 a의 값은? (a>0),4,"외항의 곱=2×8=16, 내항의 곱=a². a²=16 → a=4.",16,Y03,a²=16에서 제곱근을 취하지 않고 a=16으로 답한 오개념.,5,Y03,(2+8)/2=5로 외항의 산술평균을 구한 오개념.,10,Y03,2+8=10으로 외항의 합을 구한 오개념.,2,Y03,좌변의 첫 항 2를 a로 혼동한 오개념.,
Q6633,Y03,2,계산,학습,비례식 x:5 = 12:20에서 x의 값은?,3,외항의 곱=내항의 곱: 20x=5×12=60 → x=3.,60,Y03,20x=60에서 나누지 않고 60을 그대로 답한 오답.,12,Y03,오른쪽 외항 12를 x로 혼동한 오답.,5,Y03,왼쪽 내항 5를 x로 혼동한 오답.,1,Y03,x:5=12:20에서 비율 12/20=0.6이라 x=0.6×5=3이 맞지만 12-20=-8의 비율로 1을 계산한 오답.,
Q6634,Y03,2,계산,학습,a:b=7:3이고 a-b=40이면 b의 값은?,30,"a=7k, b=3k로 놓으면 7k-3k=4k=40 → k=10. b=3×10=30.",40,Y03,차 40을 b로 혼동한 오답.,10,Y03,k=10을 b로 혼동한 오답.,70,Y03,a의 값 7k=70을 b로 혼동한 오답.,3,Y03,비의 뒷항 3을 b로 혼동한 오답.,
Q6635,Y03,2,문장제,학습,과일 120개를 사과:오렌지=3:5로 나눌 때 오렌지 수는?,75,오렌지=120×5/(3+5)=120×5/8=75.,45,Y03,사과 수(120×3/8=45)를 오렌지로 혼동한 오답.,60,Y03,120÷2=60으로 이등분한 오답.,8,Y03,3+5=8을 오렌지 수로 혼동한 오답.,40,Y03,120÷3=40처럼 비의 앞항으로만 나눈 오답.,
Q6636,Y03,2,계산,학습,비례식 (x-2):3 = 10:6에서 x의 값은?,7,외항×내항: 6(x-2)=3×10=30 → 6x-12=30 → x=7.,12,Y03,x-2=10으로 오해하여 x=12로 계산한 오답.,5,Y03,x-2=3으로 잘못 놓아 x=5로 계산한 오답.,30,Y03,6(x-2)=30에서 나누지 않고 30을 x로 답한 오답.,2,Y03,"비의 비율 10÷6≈1.67에서 (x-2)=3×1.67≈5, x≈7이 아닌 x=2로 잘못 계산한 오답.",
Q6640,Y03,2,계산,진단검토,120을 3:1:2로 세 부분으로 비례배분할 때 가장 큰 부분은?,60,가장 큰 비=3. 큰 부분=120×3/(3+1+2)=120×3/6=60.,40,Y03,120÷3=40으로 분모를 비율의 합 6 대신 가장 큰 비 3으로 나눈 오개념.,20,Y03,가장 작은 비(1)의 몫인 120×1/6=20을 답으로 선택한 오개념.,90,Y03,분모를 3+1+2=6 대신 3+1=4로 잘못 계산하여 120×3/4=90으로 답한 오개념.,6,Y03,3+1+2=6을 가장 큰 부분으로 혼동한 오개념.,
