문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6138,X04,2,계산,학습,i⁴⁷+i⁴⁸의 값은?,1-i,47÷4=11 나머지 3→i⁴⁷=-i. 48÷4=12 나머지 0→i⁴⁸=1. 합=1-i.,i+1,X04,i⁴⁷=i로 잘못 계산한 오답.,-i-1,X04,i⁴⁸=-1로 잘못 계산한 오답.,0,X04,i⁴⁷+i⁴⁸=0으로 잘못 계산한 오답.,-i,X04,i⁴⁸=0으로 빠뜨리고 i⁴⁷=-i만 답한 오답.,
Q6139,X04,2,계산,학습,(1+i+i²+i³)¹⁰의 값은?,0,1+i-1-i=0. 0¹⁰=0.,-1,X04,괄호 안 계산 오류로 -1을 답한 오답.,1,X04,0⁰=1로 착각하거나 계산 오류로 1을 답한 오답.,i,X04,괄호 안 합이 i라 착각한 오답.,2,X04,|i|+|i²|+|i³|+|i⁴|=4가 아닌 2로 계산한 오답.,
Q6140,X04,2,계산,학습,i⁻³의 값은?,i,i⁻³=1/i³=1/(-i)=i (분모·분자에 i 곱).,−i,X04,i⁻³=i³=-i로 부호 없이 계산한 오답.,-1,X04,i⁻³=i⁻⁴×i=-1로 잘못 계산한 오답.,1,X04,i⁻⁴=1이므로 i⁻³=1로 착각한 오답.,-1/i,X04,역수만 취하고 분모 실수화를 하지 않은 미완성 오답.,
Q6141,X04,2,계산,학습,n이 양의 정수일 때 i⁴ⁿ⁺²의 값은?,-1,4n+2÷4 나머지 2. i² = -1.,1,X04,4n+2÷4 나머지 0이라 잘못 계산한 오답.,i,X04,4n+2÷4 나머지 1이라 잘못 계산한 오답.,-i,X04,4n+2÷4 나머지 3이라 잘못 계산한 오답.,i⁴ⁿ·i²=i²,X04,미완성 표현을 답한 오답.,
Q6145,X04,2,계산,진단검토,i³⁷ + i⁵⁰ + i⁶³ + i⁷⁶의 값은?,0,37÷4=나머지1→i. 50÷4=나머지2→-1. 63÷4=나머지3→-i. 76÷4=나머지0→1. 합=i-1-i+1=0.,1,X04,i⁷⁶=1만 답한 오답.,-1,X04,i⁵⁰=-1만 답한 오답.,i,X04,i³⁷=i만 답한 오답.,-i,X04,i⁶³=-i만 답한 오답.,
Q6369,X04,2,계산,학습,i²⁰+i²²의 값은?,0,20÷4=5 나머지 0→i²⁰=1. 22÷4=5 나머지 2→i²²=-1. 합=0.,2,X04,"i²⁰=1, i²²=1로 나머지를 모두 0으로 착각한 오답.",-2,X04,"i²⁰=-1, i²²=-1로 나머지를 모두 2로 착각한 오답.",1+i,X04,나머지를 잘못 계산하여 허수를 포함한 오답.,2i,X04,두 항을 잘못 더하여 허수가 남은 오답.,
Q6370,X04,2,계산,학습,i¹⁰⁰-i⁵⁰의 값은?,2,100÷4=25 나머지 0→i¹⁰⁰=1. 50÷4=12 나머지 2→i⁵⁰=-1. 1-(-1)=2.,0,X04,i¹⁰⁰=i⁵⁰라고 잘못 판단하여 차를 0으로 계산한 오답.,-2,X04,부호를 반대로 처리하여 -1-1=-2로 계산한 오답.,1,X04,i⁵⁰=0으로 잘못 계산하여 차가 1이라는 오답.,2i,X04,지수를 빼서 i⁵⁰로 보고 나머지 2→-1이 아닌 i를 대입한 오답.,
Q6371,X04,2,계산,학습,(1+i)²의 값은?,2i,(1+i)²=1+2i+i²=1+2i-1=2i.,2,X04,i²=1로 잘못 계산하여 실수부만 남긴 오답.,1+2i,X04,i²항을 빠뜨리고 전개를 멈춘 오답.,2+2i,X04,i²=-1을 더하지 않고 1+2i+i²=2+2i로 계산한 오답.,0,X04,(1+i)²=1²+i²=1-1=0으로 잘못 전개한 오답.,
Q6372,X04,2,계산,학습,i⁻³의 값은?,i,i⁻¹=-i. i⁻²=1/i²=-1. i⁻³=1/i³=1/(-i)=i.,-i,X04,i⁻¹=i로 잘못 계산하여 i⁻³=i³과 같다고 오해한 오답.,-1,X04,i⁻³=i⁻²=-1처럼 지수를 잘못 처리한 오답.,1,X04,i⁻³=i⁴=1으로 오인한 오답.,-i³,X04,음수 지수를 단순히 부호만 붙여 -i³=-(-i)=i... 과정 오류 오답.,
Q6373,X04,2,계산,진단검토,i+i²+i³+···+i¹²의 값은?,0,4항씩 묶으면 i+i²+i³+i⁴=0이 3묶음. 합=0.,-1,X04,마지막 항 i¹²=1인데 -1로 착각하고 그 값만 답한 오개념.,1,X04,마지막 항 i¹²=1만 보고 합을 1로 답한 오개념.,i-1,X04,4항씩 묶는 규칙을 모르고 마지막 불완전 묶음의 합으로 답한 오개념.,12i,X04,모든 항이 i라고 잘못 계산하여 12i로 답한 오개념.,
