문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q5318,C06,3,계산,학습,nP2 = 20일 때 n의 값은?,5,nP2 = n×(n−1) = 20 = 5×4이므로 n=5,10,C06,n×2=20으로 잘못 계산하여 n=10을 씀,4,C06,nP2=n×(n−1)=20에서 n−1=4로만 보아 4를 씀,20,C06,nP2=20이므로 n=20으로 혼동함,2,C06,r의 값인 2를 n으로 혼동함,
Q5319,C06,3,계산,학습,"1, 2, 3, 4, 5 다섯 숫자로 만들 수 있는 세 자리 수의 개수는? (숫자는 반복 사용 불가)",60,반복 없이 5개 중 3개를 순서 있게 뽑으므로 5P3=5×4×3=60,125,C06,5³=125로 중복 허용하여 계산함,10,C06,5C3=10(조합)으로 순서를 고려하지 않음,20,C06,5×4=20으로 두 자릿수만 계산함,15,C06,5×3=15로 잘못 계산함,
Q5320,C06,3,계산,학습,남학생 3명 여학생 2명이 일렬로 설 때 여학생 2명이 이웃하는 경우의 수는?,48,"여학생 2명을 1묶음으로 보면 4개를 일렬로 세우는 4!=24가지, 묶음 내 2명의 순서 2!=2가지. 24×2=48",24,C06,여학생 묶음 내 순서(2!)를 곱하지 않고 4!=24만 씀,120,C06,조건 없이 5!=120으로 계산함,12,C06,4×3=12로 잘못 계산함,96,C06,4!×4=96으로 잘못 계산함,
Q5516,C06,3,계산,학습,"6명이 일렬로 설 때 특정 두 명 A, B가 반드시 이웃하는 경우의 수는?",240,"{A,B}를 한 묶음으로 보면 5개를 일렬로 세우는 5!=120. 묶음 내 순서 2!=2. 120×2=240",120,C06,"5!=120만 구하고 묶음 내 A,B 순서(2!)를 곱하지 않음",720,C06,조건 없이 6!=720으로 계산함,48,C06,4!×3=48로 잘못 계산함,60,C06,5!÷2!=60으로 잘못 나눔,
Q5517,C06,3,계산,학습,"8명 중 회장 1명, 부회장 1명, 총무 1명을 뽑는 경우의 수는?",336,세 직책이 다르므로 순서 있는 순열. 8P3=8×7×6=336,56,C06,8C3=56으로 직책을 구분하지 않고 조합으로 계산함,512,C06,8³=512으로 중복 허용하여 계산함,24,C06,3!=24으로 직책 수만의 순열을 계산함,40320,C06,8!=40320으로 8명 모두를 나열함,
Q5518,C06,3,계산,학습,5명이 원형 테이블에 둘러앉는 경우의 수는?,24,원형 배열은 한 명을 고정하므로 (5−1)!=4!=24,120,C06,5!=120으로 직선 배열과 혼동함,5,C06,5명이 있으므로 5가지라고 혼동함,60,C06,5!÷2!=60으로 잘못 나눔,10,C06,5C2=10으로 조합을 씀,
Q5714,C06,3,계산,학습,"6명이 일렬로 설 때 특정 두 명 A, B가 반드시 이웃하는 경우의 수는?",240,"A,B를 한 묶음으로 → 5개의 순열: 5!=120. 묶음 내 AB/BA 순서: 2!=2. 합계: 120×2=240",720,C06,6!=720으로 조건 무시함,48,C06,4!×2=48로 계산하는 오류,120,C06,5!=120으로 묶음 내부 순서를 고려하지 않음,480,C06,5!×4=480으로 잘못 계산함,
Q5715,C06,3,계산,학습,nP2 = 30일 때 n의 값은?,6,n(n−1) = 30. 6×5=30이므로 n=6,5,C06,n=5 → 5×4=20≠30임을 확인하지 않음,15,C06,30÷2=15로 계산함,30,C06,30을 n으로 직접 씀,10,C06,√30≈5.5를 반올림하여 n=10으로 혼동함,
Q5716,C06,3,계산,학습,5명이 원형 테이블에 둘러앉는 경우의 수는?,24,원형 순열: (5−1)! = 4! = 24,120,C06,5!=120으로 원형 순열 공식을 적용하지 않음,5,C06,5명이 있으므로 5가지라 혼동함,60,C06,5!/2=60으로 잘못 계산함,20,C06,₅P₂=20과 혼동함,
Q5907,C06,3,계산,학습,서로 다른 5장의 카드 중 3장을 뽑아 일렬로 나열할 때 특정 카드 X가 반드시 포함되는 경우의 수는?,36,X의 위치 3가지 × 나머지 4장 중 2장 나열(4P2=12) → 3×12=36,60,C06,전체 경우의 수(5P3=60)로 혼동함,24,C06,4P3=24(나머지 4장 중 3장)로 혼동함,12,C06,X 위치 3가지를 무시하고 4P2=12만 계산함,20,C06,X 고정 후 나머지 2자리를 5P2=20으로 잘못 계산함,
