문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q5439,D07,3,응용,학습,두 닮은 삼각형의 넓이의 비가 4:9이다. 두 삼각형의 닮음비는?,2:3,넓이의 비=닮음비². √4:√9=2:3.,4:9,D07,넓이의 비를 그대로 닮음비로 답했습니다.,8:27,D07,부피비로 혼동하여 ³√4:³√9로 잘못 계산했습니다.,16:81,D07,넓이의 비를 다시 제곱했습니다.,1:2,D07,넓이의 비에서 잘못된 방법으로 닮음비를 구했습니다.,
Q5440,D07,3,응용,학습,닮음비가 3:4인 두 닮은 원기둥의 부피의 비는?,27:64,부피의 비=3³:4³=27:64.,9:16,D07,넓이의 비 공식 3²:4²=9:16을 부피에 잘못 적용했습니다.,3:4,D07,부피의 비=닮음비로 착각했습니다.,6:8,D07,닮음비×2로 잘못 계산했습니다.,81:256,D07,부피비를 다시 제곱했습니다.,
Q5441,D07,3,응용,학습,닮음비가 1:2인 두 닮은 구에서 작은 구의 부피가 36π이다. 큰 구의 부피는?,288π,부피의 비=1³:2³=1:8. 큰 구의 부피=36π×8=288π.,72π,D07,부피의 비=1:4로 착각하여 36π×4=144π... 아니면 36π×2=72π로 계산했습니다.,144π,D07,넓이의 비 1:4를 적용하여 36π×4=144π로 계산했습니다.,36π,D07,닮음이어도 부피가 같다고 착각했습니다.,18π,D07,36π÷2=18π로 닮음비로 나눴습니다.,
Q5637,D07,3,계산,학습,닮음비가 3:4인 두 닮은 삼각형에서 큰 삼각형과 작은 삼각형의 넓이의 차가 28이다. 작은 삼각형의 넓이는?,36,"넓이비=9:16. 16k-9k=28, 7k=28, k=4. 작은넓이=9k=36",28,D07,차이를 그대로 넓이로 씀,48,D07,16k=28에서 잘못 계산함,21,D07,7k=28에서 작은넓이=3k로 오해함,63,D07,9k×k=28로 잘못 세움,
Q5638,D07,3,계산,학습,넓이의 비가 16:25인 두 닮은 삼각형에서 작은 삼각형의 둘레가 24이다. 큰 삼각형의 둘레는?,30,닮음비=4:5(√16:√25). 큰둘레=24×(5/4)=30,37.5,D07,24×(25/16)으로 넓이비를 그대로 적용함,48,D07,24×(16/8)으로 잘못 계산함,15,D07,24×(4/5)=19.2 대신 잘못 계산함,40,D07,닮음비를 넓이비로 오해하여 계산함,
Q5639,D07,3,계산,학습,닮음비가 2:3인 두 닮은 정육면체에서 작은 정육면체의 겉넓이가 96이다. 큰 정육면체의 겉넓이는?,216,겉넓이비=4:9(닮음비²). 큰겉넓이=96×(9/4)=216,144,D07,96×(3/2)=144로 닮음비를 그대로 적용함,324,D07,96×(9/3)=288로 잘못 계산함,288,D07,96×3=288로 닮음비를 그대로 씀,64,D07,96×(2/3)=64로 뒤집어 계산함,
Q5835,D07,3,계산,학습,닮음비가 3:4인 두 닮은 삼각형에서 두 삼각형의 넓이의 합이 100이다. 작은 삼각형의 넓이는?,36,넓이비=9:16. 9k+16k=25k=100 → k=4. 작은 삼각형=9×4=36입니다.,27,D07,잘못된 비를 적용하여 27을 도출했습니다.,48,D07,큰 삼각형의 넓이로 오답을 제출했습니다.,40,D07,합의 절반에 잘못된 비를 적용하여 40을 도출했습니다.,30,D07,잘못된 분모를 설정하여 30을 도출했습니다.,
Q5836,D07,3,계산,학습,닮음비가 2:3인 두 닮은 삼각형에서 큰 삼각형의 넓이가 54이다. 사다리꼴(두 삼각형의 차)의 넓이는?,30,넓이비=4:9. 작은 삼각형=54×4/9=24. 사다리꼴=54-24=30입니다.,24,D07,사다리꼴 대신 작은 삼각형의 넓이를 답으로 작성했습니다.,18,D07,54/3=18로 잘못 계산했습니다.,36,D07,닮음비를 직접 적용하여 54×2/3=36을 사다리꼴 넓이로 착각했습니다.,42,D07,계산 실수로 42를 도출했습니다.,
Q5837,D07,3,계산,학습,닮음비 3:5인 두 닮은 원뿔에서 부피의 비는?,27:125,닮음비 m:n이면 부피비=m³:n³=27:125입니다.,3:5,D07,부피비=닮음비로 착각했습니다.,9:25,D07,넓이비를 부피비로 착각했습니다.,125:27,D07,큰 것과 작은 것의 순서를 반대로 작성했습니다.,81:625,D07,닮음비의 4제곱으로 잘못 계산했습니다.,
Q6710,D07,3,응용,학습,닮음비가 2:3인 두 닮은 삼각형에서 두 넓이의 합이 117이다. 큰 삼각형의 넓이는?,81,"넓이비=4:9, 합=13부분→큰=117×(9/13)=81.",52,D07,117÷2≒58.5로 단순히 반으로 나눴습니다.,36,D07,117×(4/13)=36으로 작은 삼각형 넓이를 구했습니다.,63,D07,잘못된 비율로 계산했습니다.,54,D07,닮음비 그대로 적용했습니다.,
Q6711,D07,3,응용,학습,넓이의 비가 16:25인 두 닮은 삼각형에서 작은 삼각형의 둘레가 20이면 큰 삼각형의 둘레는?,25,닮음비=4:5이므로 큰 둘레=20×(5/4)=25.,31.25,D07,20×(25/16)=31.25로 넓이비를 직접 적용했습니다.,16,D07,20×(16/25)=12.8이 아니라 넓이비 역적용 오류입니다.,12.8,D07,20×(16/25)=12.8으로 넓이비를 역으로 적용했습니다.,50,D07,20×(25/10)=50으로 잘못 계산했습니다.,
Q6712,D07,3,응용,학습,닮음비가 3:5인 두 닮은 입체 도형에서 두 부피의 차가 98이다. 작은 도형의 부피는?,27,"부피비=27:125, 차=98부분→27(125-27=98 확인)→작은=27.",49,D07,98÷2=49로 단순히 반으로 나눴습니다.,42,D07,잘못된 비율로 계산했습니다.,125,D07,큰 도형의 부피를 구했습니다.,54,D07,27×2=54로 잘못 계산했습니다.,
