문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6094,W03,2,계산,학습,"A = [[2, 1], [5, 3]]일 때 역행렬 A⁻¹의 (1,1) 성분은?",3,"2×2 행렬 [[a,b],[c,d]]의 역행렬은 (1/(ad-bc))×[[d,-b],[-c,a]]이다. A에서 ad-bc = 2×3-1×5 = 1. A⁻¹ = [[3,-1],[-5,2]]. (1,1) = 3이다.",2,W03,"A의 (1,1) 성분이다. A⁻¹의 (1,1) = d/(ad-bc) = 3/1 = 3이다.",1,W03,"ad-bc = 1만 계산하고 d성분과 혼동한 오답이다. A⁻¹(1,1) = 3이다.",-5,W03,"A⁻¹의 (2,1) 성분이다. (1,1) 성분 = d/(ad-bc) = 3/1 = 3이다.",1/2,W03,"a의 역수로 계산한 오답이다. 역행렬 공식 A⁻¹ = (1/(ad-bc))[[d,-b],[-c,a]]를 사용해야 한다.",
Q6095,W03,2,판별,학습,"행렬 A = [[3, 6], [1, 2]]의 역행렬이 존재하는지 판별하면?",역행렬이 존재하지 않는다. (ad-bc = 0이므로),ad-bc = 3×2 - 6×1 = 6 - 6 = 0이므로 역행렬이 존재하지 않는다.,역행렬이 존재한다.,W03,ad-bc = 3×2-6×1 = 0이므로 역행렬이 존재하지 않는다.,역행렬이 존재한다. ad-bc = 6이므로.,W03,ad-bc = 3×2-6×1 = 6-6 = 0이다. 6이 아니다.,모든 행렬은 역행렬을 가진다.,W03,역행렬이 존재하려면 ad-bc ≠ 0이어야 한다. 이 행렬은 ad-bc = 0이다.,역행렬의 존재 여부는 행렬 덧셈으로만 판별한다.,W01,역행렬 존재 여부는 ad-bc(행렬식)로 판별한다.,
Q6096,W03,2,계산,학습,"A = [[1, 2], [3, 4]]일 때 A의 역행렬이 존재하면 A⁻¹의 (2,1) 성분은?",3/2,"ad-bc = 1×4-2×3 = 4-6 = -2 ≠ 0이므로 역행렬 존재. A⁻¹ = (1/(-2))×[[4,-2],[-3,1]] = [[-2,1],[3/2,-1/2]]. (2,1) = -3÷(-2) = 3/2이다.",-3,W03,"-c = -3을 분모 (ad-bc) = -2로 나누지 않은 오답이다. A⁻¹(2,1) = -3/(-2) = 3/2이다.",3,W03,"A의 (2,1) 성분이다. A⁻¹(2,1) = -c/(ad-bc) = -3/(-2) = 3/2이다.",-3/2,W03,"부호 오류이다. A⁻¹(2,1) = -3/(-2) = +3/2이다.",1/2,W03,"잘못된 계산이다. A⁻¹(2,1) = -3/(-2) = 3/2이다.",
Q6097,W03,2,방정식,학습,AX = B를 만족하는 행렬 X를 구할 때 (A의 역행렬이 존재하면) X를 표현한 식은?,X = A⁻¹B,AX = B의 양쪽에 왼쪽에서 A⁻¹를 곱하면 A⁻¹AX = A⁻¹B이고 A⁻¹A = E이므로 EX = X = A⁻¹B이다.,X = BA⁻¹,W03,행렬 곱셈에서 교환법칙이 성립하지 않으므로 A⁻¹B ≠ BA⁻¹이다. AX = B에서 X = A⁻¹B이다.,X = B/A,W03,행렬에서 나눗셈은 정의되지 않는다. A⁻¹를 왼쪽에서 곱해 X = A⁻¹B를 구한다.,X = AB⁻¹,W03,B의 역행렬이 아닌 A의 역행렬을 사용해야 한다. X = A⁻¹B이다.,X = A⁻¹ + B,W03,역행렬을 곱하는 것이지 더하는 것이 아니다. AX=B에서 X=A⁻¹B이다.,
Q6101,W03,2,개념종합,진단검토,"2×2 행렬 A = [[a, b], [c, d]]의 역행렬이 존재하기 위한 필요충분조건은?",ad - bc ≠ 0,"2×2 행렬의 역행렬이 존재하려면 행렬식(determinant) ad-bc가 0이 아니어야 한다. ad-bc ≠ 0이면 역행렬 A⁻¹ = (1/(ad-bc))×[[d,-b],[-c,a]]가 존재한다.",a + d ≠ 0,W03,대각합(trace)이 0이 아닌 조건은 역행렬 존재와 무관하다. ad-bc ≠ 0이 조건이다.,a ≠ 0이고 d ≠ 0,W03,a와 d가 모두 0이 아니어도 ad-bc = 0이면 역행렬이 없다. 올바른 조건은 ad-bc ≠ 0이다.,모든 성분이 0이 아닌 경우,W03,성분이 모두 0이 아니어도 역행렬이 없을 수 있다. ad-bc ≠ 0이 정확한 조건이다.,행렬이 정사각행렬인 경우,W03,정사각행렬이어도 ad-bc = 0이면 역행렬이 없다. ad-bc ≠ 0이 필요충분조건이다.,
Q6323,W03,2,역행렬,학습,"A = [[2, 1], [5, 3]]의 역행렬 A⁻¹의 (2,2) 성분은?",2,"det(A)=6-5=1, A⁻¹=[[3,-1],[-5,2]], (2,2)=2",3,W03,"A의 (1,1) 성분 3을 역행렬에 그대로 복사",-5,W03,"(2,1) 성분 -5를 (2,2)로 오인",1,W03,역행렬 계산 없이 det=1을 답으로 오인,0.5,W03,det=2라 가정해 성분을 1/2로 나눈 오류,
Q6324,W03,2,역행렬,학습,"A = [[3, 4], [2, 3]]의 역행렬 A⁻¹의 (1,2) 성분은?",-4,"det(A)=9-8=1, A⁻¹=[[3,-4],[-2,3]], (1,2)=-4",4,W03,"부호를 붙이지 않고 A의 (1,2) 성분 사용",3,W03,"역행렬 (1,1) 성분과 혼동",-2,W03,"(2,1) 성분 -2와 혼동",2,W03,"역행렬 공식에서 (1,2) 위치를 (2,1)으로 혼동 후 부호 제거",
Q6325,W03,2,역행렬,학습,"A = [[2, 3], [1, 2]]의 역행렬 A⁻¹의 (2,1) 성분은?",-1,"det(A)=4-3=1, A⁻¹=[[2,-3],[-1,2]], (2,1)=-1",1,W03,"부호를 붙이지 않고 A의 (2,1)=1 사용",-3,W03,"(1,2) 성분 -3과 혼동",2,W03,"역행렬 (1,1) 또는 (2,2) 성분 2를 선택",0,W03,역행렬의 비대각 성분을 0으로 오인,
Q6326,W03,2,역행렬,학습,"A = [[a, 4], [1, a]]의 역행렬이 존재하지 않을 때 양수 a의 값은?",2,"det(A)=a²-4=0 → a=±2, 양수이므로 a=2",4,W03,a×a=4에서 a=4로 잘못 계산,1,W03,off-diagonal 성분 1 또는 4를 그대로 사용,0,W03,det=0에서 a=0으로 오인,-2,W03,음수 해 -2를 선택하는 오류,
Q6362,W03,2,역행렬,진단검토,"A=[[2,3],[1,2]]일 때 A⁻¹의 모든 성분의 합은?",0,"det(A)=4-3=1, A⁻¹=[[2,-3],[-1,2]]; 합=2+(-3)+(-1)+2=0",8,W03,A의 모든 성분의 합 2+3+1+2=8을 역행렬에도 적용,1,W03,det(A)=1이므로 역행렬 합도 1이라고 오인,4,W03,A⁻¹의 대각합 2+2=4만 계산,-4,W03,A⁻¹의 비대각합 -3+(-1)=-4만 계산,
