문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q6098,W03,3,계산,학습,"A = [[2, 3], [1, 2]]일 때 (A⁻¹)²의 (1,1) 성분은?",7,"ad-bc = 4-3 = 1. A⁻¹ = [[2,-3],[-1,2]]. (A⁻¹)² = A⁻¹×A⁻¹: (1,1) = 2×2+(-3)×(-1) = 4+3 = 7이다.",4,W03,"A⁻¹의 (1,1)성분 2의 제곱인 4로 잘못 계산한 오답이다. (A⁻¹)²의 (1,1) = 7이다.",2,W03,"A⁻¹의 (1,1) 성분이다. (A⁻¹)²를 계산해야 한다. 답은 7이다.",1,W03,"(A⁻¹)² = E라고 잘못 생각한 경우이다. (A⁻¹)²(1,1) = 7이다.",5,W03,"잘못된 계산이다. (A⁻¹)²(1,1) = 2×2+(-3)×(-1) = 4+3 = 7이다.",
Q6099,W03,3,성질,학습,역행렬이 존재하는 행렬 A에 대해 (A²)⁻¹을 A⁻¹로 표현하면?,(A⁻¹)²,(A²)⁻¹ × A² = E이므로 (A²)⁻¹ = (AA)⁻¹ = A⁻¹A⁻¹ = (A⁻¹)²이다.,2A⁻¹,W03,2A⁻¹은 (A²)⁻¹이 아니다. (A²)⁻¹ = (A⁻¹)²이다.,A⁻¹/2,W03,역행렬을 2로 나누는 것은 잘못된 개념이다. (A²)⁻¹ = (A⁻¹)²이다.,(A⁻¹),W03,(A²)⁻¹ ≠ A⁻¹이다. (A²)⁻¹ = (A⁻¹)²이다.,A² × A⁻¹,W03,A² × A⁻¹ = A이다. (A²)⁻¹ = (A⁻¹)²이다.,
Q6100,W03,3,응용,학습,"A = [[a, 2], [3, 4]]에서 A의 역행렬이 존재하지 않을 때 a의 값은?",3/2,역행렬이 존재하지 않으면 ad-bc = 0. 4a - 2×3 = 0 → 4a = 6 → a = 6/4 = 3/2이다.,2,W03,4a-6=0에서 a=2를 잘못 계산한 오답이다. 4a=6이므로 a=3/2이다.,6,W03,ad-bc = 6으로 잘못 계산한 오답이다. 4a-2×3=0이면 a=3/2이다.,3,W03,c의 값인 3과 혼동한 오답이다. 4a=6 → a=3/2이다.,4,W03,d의 값인 4와 혼동한 오답이다. ad-bc=0에서 4a=6 → a=3/2이다.,
Q6327,W03,3,행렬 방정식,학습,"A = [[2, 1], [5, 3]], AX = [[3, 1], [4, 2]]일 때 X의 (1,1) 성분은?",5,"det(A)=1, A⁻¹=[[3,-1],[-5,2]], X=A⁻¹B, X(1,1)=3×3+(-1)×4=5",3,W03,"B의 (1,1) 성분을 그대로 답으로 오인",9,W03,"A⁻¹(1,1)×B(1,1)=3×3=9만 계산",4,W03,"B의 (2,1) 성분 4를 선택",-1,W03,(-1)×4=-4로 부분 계산한 오류,
Q6328,W03,3,역행렬,학습,"A = [[1, 2], [1, 3]]일 때 (A⁻¹)²의 (2,2) 성분은?",3,"det(A)=1, A⁻¹=[[3,-2],[-1,1]], (A⁻¹)²(2,2)=(-1)×(-2)+1×1=3",1,W03,"A⁻¹의 (2,2)=1을 그대로 선택",2,W03,"A⁻¹(2,2)²=1²=1... 또는 성분 제곱 오류로 2",0,W03,(A⁻¹)²=E라고 잘못 가정,-1,W03,"(A⁻¹)²의 (2,1) 성분과 혼동",
Q6329,W03,3,행렬 방정식,학습,"XA = [[3, 1], [5, 2]]이고 A = [[1, 2], [1, 3]]이면 X의 (2,1) 성분은?",13,"A⁻¹=[[3,-2],[-1,1]], X=BA⁻¹, X(2,1)=5×3+2×(-1)=13",5,W03,"B의 (2,1)=5를 그대로 사용",7,W03,"X=A⁻¹B를 계산: A⁻¹B(2,1)=(-1)×3+1×5=2... 혼동으로 7",3,W03,"A⁻¹의 (1,1)=3을 X에 그대로 사용",15,W03,5×3=15만 계산하고 다른 항 누락,
Q6561,W03,3,계산,학습,"A = [[1, 2], [1, 3]]이고 AX = A + E (E는 단위행렬)일 때 X의 (1,1) 성분은?",4,"det(A)=3-2=1. A⁻¹=[[3,-2],[-1,1]]. A+E=[[2,2],[1,4]]. X=A⁻¹(A+E)=[[3,-2],[-1,1]][[2,2],[1,4]]=[[3×2+(-2)×1,3×2+(-2)×4],[(-1)×2+1×1,(-1)×2+1×4]]=[[4,-2],[-1,2]]. X(1,1)=4.",2,W03,"A+E의 (1,1)=2를 X(1,1)로 혼동한 오답이다. X=A⁻¹(A+E)의 계산이 필요하다.",3,W03,"A⁻¹(1,1)=3을 X(1,1)로 혼동한 오답이다. X(1,1)=3×2+(-2)×1=4이다.",1,W03,"X=E+A⁻¹의 (1,1)=1+3=4에서 계산 실수를 한 오답이다. X(1,1)=4이다.",-1,W03,"X의 (2,1)=-1을 (1,1)로 혼동한 오답이다. X(1,1)=4이다.",
Q6562,W03,3,계산,학습,"A = [[2, 1], [1, 1]], B = [[1, 1], [0, 1]]일 때 (AB)⁻¹의 (1,2) 성분은?",-3,"AB=[[2×1+1×0,2×1+1×1],[1×1+1×0,1×1+1×1]]=[[2,3],[1,2]]. det(AB)=4-3=1. (AB)⁻¹=[[2,-3],[-1,2]]. (1,2) 성분=-3.",3,W03,"부호를 반대로 처리한 오답이다. (AB)⁻¹(1,2)=-b/det=-3/1=-3이다.",2,W03,"(AB)의 (1,1)=2 또는 (AB)⁻¹(1,1)=2를 답한 오답이다.",-1,W03,"(AB)⁻¹의 (2,1)=-1을 (1,2)로 혼동한 오답이다.",1,W03,"det(AB)=1을 답한 오답이다. (AB)⁻¹(1,2)=-3이다.",
Q6841,W03,3,계산,학습,"A = [[1, 2], [1, 3]]일 때 (A⁻¹)²의 (1,1) 성분은?",11,"det(A)=1이다. A⁻¹=[[3,-2],[-1,1]]이다. (A⁻¹)²=[[9+2,-6-2],[-3-1,2+1]]=[[11,-8],[-4,3]]이다. (1,1)=11이다.",3,W03,"A⁻¹의 (1,1)=3을 (A⁻¹)²와 혼동한 오답이다.",9,W03,"(A⁻¹)²의 (1,1)을 3²=9로 잘못 계산한 오답이다.",5,W03,계산 오류로 5를 답한 오답이다.,-8,W03,"(A⁻¹)²의 (1,2)=-8을 (1,1)과 혼동한 오답이다.",
Q6842,W03,3,방정식,학습,"A = [[2, 1], [5, 3]]이고 XA = E일 때 X의 (2,2) 성분은?",2,"XA=E이므로 X=A⁻¹이다. det(A)=6-5=1이다. A⁻¹=[[3,-1],[-5,2]]이다. X의 (2,2)=2이다.",3,W03,"A⁻¹의 (1,1)=3을 (2,2)와 혼동한 오답이다.",-1,W03,"A⁻¹의 (1,2)=-1을 (2,2)와 혼동한 오답이다.",-5,W03,"A⁻¹의 (2,1)=-5를 (2,2)와 혼동한 오답이다.",1,W03,det(A)=1을 X의 성분으로 오인한 오답이다.,
