문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q148,M02,3,계산,학습,x = 3 일 때 (2x - 1)/(x + 2) 의 값은?,1,(2·3-1)/(3+2) = 5/5 = 1,5,M02,분모 처리 잘못 (그냥 5 로),5/5,M02,중간 단계만 적음. 약분해야,2,M02,분자 분모 따로 처리,1/5,M02,분자분모 거꾸로,
Q924,M02,3,계산,학습,"p = -1, q = 2일 때 p³ - q²의 값은?",-5,(-1)³ - 2² = -1 - 4 = -5이다.,-3,M02,(-1)³ = 1로 잘못 계산해 1 - 4 = -3을 얻음,5,M02,부호를 반대로 처리해 1 + 4 = 5로 계산함,-1,M02,q² 항을 빠뜨리고 p³ = -1만 계산함,-7,M02,p³을 p × 3 = (-1) × 3 = -3으로 오해해 -3 - 4 = -7을 얻음,
Q925,M02,3,계산,학습,"x = -2, y = 1일 때 (2x - y)/3의 값은?",-5/3,(2 × (-2) - 1)/3 = (-4 - 1)/3 = -5/3이다.,1,M02,2x를 2 - x = 2 - (-2) = 4로 잘못 계산해 (4 - 1)/3 = 1을 얻음,-5,M02,분모 3을 무시하고 2x - y = -5만 계산함,-1,M02,y = 1을 y = -1로 잘못 대입해 ((-4) - (-1))/3 = -3/3 = -1을 얻음,5/3,M02,부호를 반대로 처리해 (4 + 1)/3 = 5/3을 얻음,
Q1714,M02,3,계산,학습,"x = -1, y = 3 일 때 x³ + y 의 값은?",2,(-1)³ = -1. -1 + 3 = 2.,-4,M02,(-1)³ = -1 이 아닌 -4 로 잘못 계산한 경우.,4,M02,(-1)³ = 1 로 부호를 잘못 처리한 경우.,-2,M02,결과 부호를 반대로 쓴 경우.,0,M02,x³ = 0 으로 잘못 계산한 경우.,
Q2500,M02,3,계산,학습,"x = 2, y = -3일 때 (x - y)/(x + y) 의 값은?",-5,(2-(-3))/(2+(-3)) = 5/(-1) = -5,5,M01,분모 x+y = 2+(-3) = -1의 부호를 양수로 보아 5/1=5,-1/5,M02,분자와 분모를 뒤집어 (x+y)/(x-y)=-1/5로 계산,1,M02,"x-y=5, x+y=-1로 계산하되 최종 부호를 틀려 -1/5×(-1)=1로 씀",-1,M01,분자 x-y = 2-(-3)을 2-3=-1로 잘못 계산해 -1/(-1)=1 또는 부호 혼동으로 -1,
Q2502,M02,3,계산,학습,a = -2일 때 a⁴ - 2a² + 1 의 값은?,9,"(-2)⁴ = 16, 2×(-2)² = 2×4 = 8이므로 16 - 8 + 1 = 9",-7,M02,(-2)⁴를 -2⁴=-16으로 계산해 -16-8+1=-23 또는 부호 처리 실수,25,M01,(-2)²=4 대신 (-2)²=-4로 계산해 16-(-8)+1=25,1,M02,a⁴-2a²=(a²-1)²-1... 로 잘못 전개해 틀린 값 계산,-1,M01,(-2)⁴를 -16으로 보고 -16-8+1=-23의 부호를 또 뒤집어 23이라 씀 — 실제로 -1을 답으로 선택하는 경우,
Q2505,M02,3,계산,학습,x = -1/3일 때 27x³ - 9x 의 값은?,2,27×(-1/3)³ - 9×(-1/3) = 27×(-1/27) + 3 = -1 + 3 = 2,-4,M01,(-1/3)³을 -1/9로 계산해 27×(-1/9)+3=-3+3=0 또는 부호 실수로 -4,-2,M02,27x³-9x의 전체 부호를 반전해 -2,4,M01,27x³=27×(-1/27)=-1을 +1로 계산해 1+3=4,0,M02,27x³=−1과 −9x=3을 합산할 때 −1+3=2를 0으로 잘못 계산,
Q3291,M02,3,계산,학습,"x = -1, y = 2일 때 (x + y)³의 값은?",1,(x+y)³ = (-1+2)³ = 1³ = 1.,7,M02,(x+y)³을 x³+y³으로 잘못 전개하여 (-1)+8=7,-8,M02,x+y를 x×y=-2로 계산하여 (-2)³=-8,3,M02,(x+y)³을 3(x+y)로 잘못 계산하여 3×1=3,8,M02,y=2만 보고 2³=8으로 계산,
Q3294,M02,3,계산,학습,n = -1/2일 때 4n³ - 2n의 값은?,1/2,4n³-2n = 4×(-1/2)³-2×(-1/2) = 4×(-1/8)+1 = -1/2+1 = 1/2.,-3/2,M02,-2n를 +2n으로 부호를 반대로 계산하여 -1/2+(-1)=-3/2,3/2,M02,"n³에서 음수 부호를 무시하여 (1/2)³=1/8로 처리, 4n³=1/2이므로 1/2+1=3/2",-1/2,M02,-2n 항을 빠뜨리고 4n³=-1/2만 결과로 씀,-1,M02,n³을 n으로 처리하여 4n-2n=2n=2×(-1/2)=-1,
Q3295,M02,3,계산,학습,"x = 2, y = -1일 때 (x² - y²)/(x + y)의 값은?",3,"x²-y²=4-1=3, x+y=2+(-1)=1, (x²-y²)/(x+y)=3/1=3.",5,M02,"y²=(-1)²를 -1로 계산하여 x²-y²=4-(-1)=5, 5/1=5",-3,M02,x+y=2+(-1)=1을 -1로 계산하여 3/(-1)=-3,1,M02,x+y=2-(-1)=3으로 잘못 계산하여 3/3=1,-1,M02,x=2를 x=-2로 잘못 대입하여 (4-1)/(-2-1)=3/(-3)=-1,
