문제ID,점검개념ID,난이도,유형,용도,문제,정답,해설,오답1,약점1,오답해설1,오답2,약점2,오답해설2,오답3,약점3,오답해설3,오답4,약점4,오답해설4,그림
Q238,H02,1,계산,학습,f(x) = x² + 1 일 때 f(0) 의 값은?,1,0 + 1 = 1,0,H02,+1 무시,-1,H02,부호 잘못,2,H02,잘못,x²,H02,대입 안 함,
Q240,H02,1,계산,학습,f(x) = 1/x 일 때 f(2) 의 값은?,1/2,1을 2로 나눔,2,H02,분자분모 거꾸로,1,H02,잘못,0,H02,잘못,-1/2,H02,부호 잘못,
Q796,H02,1,계산,학습,f(x)=3x²-2x+1 일 때 f(2)의 값은?,9,f(2)=3·4-2·2+1=12-4+1=9.,7,H02,x²를 x로 잘못 계산하여 3·2-2·2+1=3으로 계산,12,H02,3x²=12만 계산하고 나머지 항 생략,5,H02,3·2=6에서 계산 오류로 6-1=5,3,H02,x²=x 오류로 3·2-2·2+1=3 계산,
Q797,H02,1,계산,학습,f(x)=2x-3 일 때 f(-2)의 값은?,-7,f(-2)=2·(-2)-3=-4-3=-7.,1,H02,부호를 무시하고 2·2-3=1으로 계산,-1,H02,-2·2-3=-4+3=-1로 부호 착오,7,H02,절댓값을 취하여 7로 계산,-4,H02,상수항 -3을 생략하고 2·(-2)=-4만 계산,
Q801,H02,1,계산,학습,f(x)=4x+1 일 때 f(k)=13을 만족하는 k의 값은?,3,4k+1=13 → 4k=12 → k=3.,13/4,H02,1을 이항하지 않고 4k=13으로 계산,4,H02,4·4=16≠13이지만 잘못된 계산으로 k=4 선택,12,H02,4k=12에서 k=12로 나눗셈 오류,1,H02,f(k)=13에서 k=f의 역함수 계산 오류,
Q1586,H02,1,계산,학습,"f(x)=x²-3x일 때, f(-2)의 값은?",10,f(-2)=(-2)²-3×(-2)=4+6=10,-10,H02,부호를 잘못 처리하여 -4-6=-10,2,H02,(-2)²=4에서 4-3×2=4-6=-2 또는 다른 오류,-2,H02,"(-2)²=4, -3×(-2)=6을 4-6=-2로 계산",4,H02,f(-2)=(-2)²=4로 -3x 항 누락,
Q1587,H02,1,계산,학습,"f(x)=2x+1, g(x)=x-3일 때, f(g(4))의 값은?",3,g(4)=1. f(g(4))=f(1)=2×1+1=3.,9,H02,g(4)=4-3=1이 아닌 7로 계산하여 f(7)=15,1,H02,f(g(4))=g(4)=1만 계산,5,H02,"f(4)=9, g(4)=1 계산 후 순서 혼동",7,H02,g(4)=1을 구하지 않고 f(4)=9-3=7로 계산,
Q1590,H02,1,계산,학습,"f(x)=3x+2일 때, f(a+1)을 간단히 하면?",3a+5,f(a+1)=3(a+1)+2=3a+3+2=3a+5,3a+3,H02,+2 누락하여 3a+3만 답함,3a+2,H02,f(a)+1=3a+2+1=3a+3이나 f(a)=3a+2를 답함,3a+1,H02,3(a+1)=3a+1로 전개 실수,a+5,H02,3(a+1)에서 계수 3을 누락,
Q1593,H02,1,계산,학습,"f(x)=x²-4x+3일 때, f(1)의 값은?",0,f(1)=1-4+3=0,2,H02,f(1)=1-4+3을 2로 계산,-2,H02,f(1)=1+4+3=8이나 1-4-3=-6로 계산,6,H02,f(1)=1+4-3=2를 6으로 혼동,3,H02,+3만 답하거나 f(1)=3으로 혼동,
Q2376,H02,1,계산,학습,"f(x) = x³ - 4x 일 때, f(-1) 의 값은?",3,f(-1) = (-1)³ - 4·(-1) = -1 + 4 = 3,-5,H02,-4·(-1)을 -4로 계산하는 부호 실수로 -1-4=-5,5,H02,(-1)³을 1로 계산해 1+4=5,-3,H02,"(-1)³=1, -4·(-1)=-4 이중 부호 실수로 1-4=-3",-1,H02,-4x항을 빠뜨리고 (-1)³=-1만 계산,
